projectName,feedbackQuestionName,dateStart,dateEnd,userEmail,checkedAnswer,textAnswer
"Jones, Meyer and Smith Solution",Were the project risks effectively managed? Please rate from 1 to 5,21-01-2024,27-01-2024,jonesjohnny@example.com,4.0,
Randall-Reyes Initiative,How would you rate the level of client satisfaction with the project outcomes?,09-07-2023,15-07-2023,umcmahon@example.com,4.0,
"Roberts, Brown and Lee Initiative",How satisfied are you with the level of collaboration within the team?,16-04-2023,22-04-2023,courtneymccarthy@example.org,3.0,Fair
Randall-Reyes Initiative,Rate the level of adaptability shown by the team members on a scale of 1 to 5,09-07-2023,15-07-2023,nealhoward@example.com,,
Watson-Mcdowell Project,How satisfied are you with the project deliverables?,17-07-2022,23-07-2022,floresclaudia@example.com,4.0,
Wheeler and Sons Initiative,Rate the accuracy of the project budget estimation from 1 to 5,07-05-2023,13-05-2023,valeriemccarthy@example.com,4.0,Poor
Colon-Oconnor Solution,Were the project resources allocated efficiently? Please rate from 1 to 5,25-12-2022,31-12-2022,kennethjohnson@example.org,1.0,
Randall-Reyes Initiative,Were the project resources allocated efficiently? Please rate from 1 to 5,12-11-2023,18-11-2023,andersonerica@example.org,4.0,Average
"Jones, Meyer and Smith Solution",Did you find the project timeline realistic? Please rate from 1 to 5,12-02-2023,18-02-2023,jenkinsgary@example.org,3.0,
Clarke Inc Initiative,Were the project resources allocated efficiently? Please rate from 1 to 5,10-03-2024,16-03-2024,danachristensen@example.com,1.0,
Frey LLC Solution,Rate the level of stakeholder engagement on a scale of 1 to 5,20-11-2022,26-11-2022,nathan66@example.org,,
Saunders LLC Solution,Did the project meet your expectations? Please rate from 1 to 5,11-06-2023,17-06-2023,obrown@example.com,,
"Jones, Meyer and Smith Solution",Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,26-03-2023,01-04-2023,tgonzalez@example.com,4.0,
Wheeler and Sons Initiative,Rate the effectiveness of the project management on a scale of 1 to 5,11-02-2024,17-02-2024,ubarr@example.net,4.0,
Middleton Ltd Project,Rate the level of stakeholder engagement on a scale of 1 to 5,26-11-2023,02-12-2023,vanessaforbes@example.org,1.0,
Ward Ltd Project,Were the project risks effectively managed? Please rate from 1 to 5,07-01-2024,13-01-2024,tamara36@example.org,,
Frey LLC Solution,How would you rate the level of client satisfaction with the project outcomes?,20-08-2023,26-08-2023,houstonalbert@example.org,2.0,
"Hill, Hernandez and Jones Project",How would you rate the quality of work delivered by the team?,11-09-2022,17-09-2022,emoore@example.net,4.0,
"Ayala, Sexton and Casey Solution",Rate the level of adaptability shown by the team members on a scale of 1 to 5,28-08-2022,03-09-2022,mary34@example.com,2.0,
"Francis, Quinn and Cook Initiative",Were the project goals clearly defined? Please rate from 1 to 5,29-10-2023,04-11-2023,mariah97@example.net,2.0,
Randall-Reyes Initiative,How would you rate the level of client satisfaction with the project outcomes?,12-06-2022,18-06-2022,yhoward@example.net,4.0,
"Castillo, Frey and Stewart Project",Rate the level of stakeholder engagement on a scale of 1 to 5,16-04-2023,22-04-2023,james65@example.com,1.0,
Vargas Group Solution,How would you rate the problem-solving skills of the team?,15-01-2023,21-01-2023,zwilliamson@example.org,1.0,
"Roberts, Brown and Lee Initiative",Did the project meet the specified deadlines? Please rate from 1 to 5,11-12-2022,17-12-2022,kmoore@example.org,,
Smith PLC Project,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,12-11-2023,18-11-2023,daniel91@example.org,1.0,
"Roberts, Brown and Lee Initiative",Were the project resources allocated efficiently? Please rate from 1 to 5,15-10-2023,21-10-2023,cnolan@example.com,4.0,
Ward Ltd Project,Rate the level of innovation demonstrated in the project from 1 to 5,17-12-2023,23-12-2023,laurasmith@example.net,3.0,
Watson-Mcdowell Project,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,07-05-2023,13-05-2023,carol21@example.net,3.0,
Johnson-Duncan Initiative,Did the project meet the specified deadlines? Please rate from 1 to 5,22-01-2023,28-01-2023,carternathaniel@example.org,3.0,
"Hill, Hernandez and Jones Project",How would you rate the level of client satisfaction with the project outcomes?,04-02-2024,10-02-2024,rward@example.com,4.0,
Stewart Group Initiative,How satisfied are you with the project deliverables?,18-12-2022,24-12-2022,kristen20@example.com,,
Chaney Inc Solution,Rate the effectiveness of the project management on a scale of 1 to 5,27-11-2022,03-12-2022,ykey@example.org,,
"Cook, Campbell and Campbell Project",Were the project goals clearly defined? Please rate from 1 to 5,16-10-2022,22-10-2022,balexander@example.net,1.0,
Allison and Sons Project,How would you rate the quality of work delivered by the team?,07-08-2022,13-08-2022,catherinewaters@example.com,5.0,
Watson-Mcdowell Project,Rate the communication between team members on a scale of 1 to 5,04-06-2023,10-06-2023,christopher79@example.com,4.0,
Stewart Group Initiative,Rate the level of stakeholder engagement on a scale of 1 to 5,17-04-2022,23-04-2022,westheather@example.com,3.0,
Mckenzie and Sons Project,Did you find the project timeline realistic? Please rate from 1 to 5,26-06-2022,02-07-2022,april55@example.org,5.0,
"French, Perez and Hernandez Solution",How would you rate the problem-solving skills of the team?,08-10-2023,14-10-2023,christopherbowman@example.com,5.0,
Parker-Osborn Project,Rate the accuracy of the project budget estimation from 1 to 5,22-01-2023,28-01-2023,cheryl57@example.net,3.0,
Davis LLC Initiative,Rate the effectiveness of the project management on a scale of 1 to 5,24-04-2022,30-04-2022,brandonacosta@example.com,4.0,
Vargas Group Solution,Did the project meet the specified deadlines? Please rate from 1 to 5,15-01-2023,21-01-2023,david42@example.org,4.0,Poor
Andrews Inc Project,How would you rate the quality of work delivered by the team?,08-10-2023,14-10-2023,ayalaamanda@example.net,3.0,Good
"Hill, Hernandez and Jones Project",How satisfied are you with the project deliverables?,05-11-2023,11-11-2023,weaverdwayne@example.com,2.0,
Randall-Reyes Initiative,Were the project goals clearly defined? Please rate from 1 to 5,17-03-2024,23-03-2024,williamperez@example.net,,Poor
"Ayala, Sexton and Casey Solution",Rate the level of adaptability shown by the team members on a scale of 1 to 5,10-09-2023,16-09-2023,angela50@example.com,,
Wheeler and Sons Initiative,Did the project meet the specified deadlines? Please rate from 1 to 5,05-02-2023,11-02-2023,ryan18@example.com,,
Ward Ltd Project,How satisfied are you with the project deliverables?,21-05-2023,27-05-2023,ryanwood@example.net,1.0,
Carpenter-Holmes Project,How satisfied are you with the level of transparency in project communication?,07-05-2023,13-05-2023,esimmons@example.net,4.0,
"Jones, Meyer and Smith Solution",How satisfied are you with the level of collaboration within the team?,16-07-2023,22-07-2023,hillrhonda@example.org,2.0,
Stanton-Pollard Project,How would you rate the quality of work delivered by the team?,19-03-2023,25-03-2023,franklinwilliam@example.org,1.0,
Stanton-Pollard Project,Were the project goals clearly defined? Please rate from 1 to 5,04-09-2022,10-09-2022,hallrichard@example.com,,Good
Mccarthy Group Initiative,Rate the accuracy of the project budget estimation from 1 to 5,14-05-2023,20-05-2023,jamesferguson@example.net,3.0,
Dennis LLC Project,How would you rate the quality of work delivered by the team?,12-02-2023,18-02-2023,gsampson@example.org,4.0,
Wheeler and Sons Initiative,Rate the communication between team members on a scale of 1 to 5,24-09-2023,30-09-2023,bbradshaw@example.com,,
Colon-Oconnor Solution,Rate the accuracy of the project budget estimation from 1 to 5,18-06-2023,24-06-2023,ewilliamson@example.org,1.0,Average
Parker-Osborn Project,Were the project resources allocated efficiently? Please rate from 1 to 5,30-07-2023,05-08-2023,leah61@example.net,3.0,
Ross and Sons Solution,Were the project risks effectively managed? Please rate from 1 to 5,03-12-2023,09-12-2023,holly20@example.org,3.0,
"Castillo, Frey and Stewart Project",How would you rate the problem-solving skills of the team?,13-08-2023,19-08-2023,greenlinda@example.net,1.0,
Andrews Inc Project,Were the project risks effectively managed? Please rate from 1 to 5,03-03-2024,09-03-2024,kirbydaniel@example.com,1.0,
Barnett-Harris Initiative,Were the project resources allocated efficiently? Please rate from 1 to 5,07-08-2022,13-08-2022,williamscott@example.net,2.0,
Dennis LLC Project,How satisfied are you with the level of transparency in project communication?,04-06-2023,10-06-2023,nwaters@example.net,1.0,
Campbell Inc Initiative,How satisfied are you with the overall progress of the project?,11-09-2022,17-09-2022,ashley56@example.com,5.0,
Olson-Craig Solution,How would you rate the level of client satisfaction with the project outcomes?,13-11-2022,19-11-2022,xgarza@example.com,1.0,
"Jones, Meyer and Smith Solution",Were the project goals clearly defined? Please rate from 1 to 5,14-08-2022,20-08-2022,wilkersonchristopher@example.com,5.0,
Mckenzie and Sons Project,Rate the level of innovation demonstrated in the project from 1 to 5,07-04-2024,13-04-2024,danielleharmon@example.net,,
"Hill, Hernandez and Jones Project",Did you find the project timeline realistic? Please rate from 1 to 5,25-09-2022,01-10-2022,rachelcollins@example.net,,
"Thompson, Adkins and Harris Initiative",How would you rate the level of client satisfaction with the project outcomes?,29-05-2022,04-06-2022,alex19@example.net,5.0,
Clarke Inc Initiative,Did the project meet the specified deadlines? Please rate from 1 to 5,25-02-2024,02-03-2024,jack54@example.net,3.0,
Campbell Inc Initiative,Rate the effectiveness of the project management on a scale of 1 to 5,01-10-2023,07-10-2023,erika25@example.com,3.0,
"Hernandez, Smith and Lee Project",How would you rate the level of client satisfaction with the project outcomes?,17-04-2022,23-04-2022,djohnson@example.com,4.0,Excellent
Saunders LLC Solution,How satisfied are you with the overall progress of the project?,12-02-2023,18-02-2023,madisonkaiser@example.org,3.0,
Watson-Mcdowell Project,Were the project risks effectively managed? Please rate from 1 to 5,30-07-2023,05-08-2023,victor80@example.org,5.0,Excellent
Barnett-Harris Initiative,Were the project goals clearly defined? Please rate from 1 to 5,04-02-2024,10-02-2024,sparkswhitney@example.com,,Excellent
"Jones, Meyer and Smith Solution",How satisfied are you with the level of collaboration within the team?,15-10-2023,21-10-2023,wcalhoun@example.net,5.0,
"Castillo, Frey and Stewart Project",How would you rate the quality of work delivered by the team?,14-05-2023,20-05-2023,pattersontodd@example.org,,
Andrews Inc Project,How would you rate the quality of work delivered by the team?,31-12-2023,06-01-2024,crosario@example.org,,
"Roberts, Brown and Lee Initiative",How satisfied are you with the level of collaboration within the team?,23-10-2022,29-10-2022,anna53@example.com,5.0,
Carpenter-Holmes Project,Rate the level of stakeholder engagement on a scale of 1 to 5,17-09-2023,23-09-2023,kenneth31@example.org,2.0,
Solis-Smith Project,How satisfied are you with the level of collaboration within the team?,01-05-2022,07-05-2022,baileyroger@example.com,,
Green Ltd Project,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,21-05-2023,27-05-2023,ajohnson@example.net,3.0,
Green Ltd Project,Did the project meet the specified deadlines? Please rate from 1 to 5,23-07-2023,29-07-2023,erinevans@example.net,5.0,Good
"Hernandez, Smith and Lee Project",How satisfied are you with the project deliverables?,14-08-2022,20-08-2022,qbrown@example.com,2.0,
Watson-Mcdowell Project,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,15-05-2022,21-05-2022,dwayne24@example.org,3.0,
Stanton-Pollard Project,Rate the effectiveness of the project feedback mechanisms on a scale of 1 to 5,27-11-2022,03-12-2022,kennethallen@example.com,3.0,
Smith PLC Project,Rate the effectiveness of the project management on a scale of 1 to 5,02-07-2023,08-07-2023,fking@example.net,,
"Hill, Hernandez and Jones Project",How satisfied are you with the overall progress of the project?,19-03-2023,25-03-2023,alexandria67@example.net,5.0,
Smith PLC Project,How satisfied are you with the overall progress of the project?,05-02-2023,11-02-2023,gsampson@example.com,3.0,
Parker-Osborn Project,Did the project meet the specified deadlines? Please rate from 1 to 5,18-12-2022,24-12-2022,hayestimothy@example.org,4.0,
"Roberts, Brown and Lee Initiative",Were the project risks effectively managed? Please rate from 1 to 5,16-07-2023,22-07-2023,colecox@example.org,5.0,
"Hill, Hernandez and Jones Project",Did the project meet your expectations? Please rate from 1 to 5,13-11-2022,19-11-2022,gerald89@example.com,3.0,
Mccarthy Group Initiative,How satisfied are you with the overall progress of the project?,16-04-2023,22-04-2023,mbanks@example.net,1.0,Average
Ward Ltd Project,How would you rate the problem-solving skills of the team?,18-09-2022,24-09-2022,andrewayers@example.net,,
"Jones, Meyer and Smith Solution",How satisfied are you with the level of transparency in project communication?,19-03-2023,25-03-2023,franklinwilliam@example.org,2.0,
"Lopez, Bradley and Sharp Initiative",Were the project goals clearly defined? Please rate from 1 to 5,05-06-2022,11-06-2022,hbeck@example.net,1.0,
"Barron, Brown and Hicks Project",Did the project meet your expectations? Please rate from 1 to 5,12-03-2023,18-03-2023,michael12@example.com,3.0,
Campbell Inc Initiative,Were the project resources allocated efficiently? Please rate from 1 to 5,16-04-2023,22-04-2023,salinasmolly@example.net,2.0,
"Barron, Brown and Hicks Project",Were the project risks effectively managed? Please rate from 1 to 5,22-05-2022,28-05-2022,crystal69@example.net,3.0,
